transformer_id,timestamp,transformer_type,load,temperature,voltage,current,power,thermal_stress,voltage_deviation,current_stress,failure,root_cause
7,2024-01-01 00:00:00,Distribution Transformer,89.76463035603194,45.5696321954809,248.26025839980122,33.00061853184599,8.192742084069353,4090.541189487675,18.260258399801216,0.13239422418841681,0,Voltage Instability
20,2024-01-01 01:00:00,Distribution Transformer,91.44588143196327,44.10028801100328,229.08211616312263,38.387787740606534,8.793955650438921,4032.7897085696372,0.9178838368773654,0.1668438572313483,0,General Degradation
29,2024-01-01 02:00:00,Distribution Transformer,76.41220970665897,43.11656470227461,240.26059485834193,21.085595743179006,5.06603777619871,3294.6319838609375,10.260594858341932,0.087397594934886,0,General Degradation
15,2024-01-01 03:00:00,Distribution Transformer,91.6895926877228,42.38725851280936,233.4987349264771,36.60034912562076,8.54613521869984,3886.470468188701,3.4987349264771126,0.1560790898812147,0,General Degradation
11,2024-01-01 04:00:00,Distribution Transformer,124.73905960162129,54.0535211643266,229.647503762378,42.8255369218128,9.834777651377863,6742.585398194433,0.352496237622006,0.185675267337527,1,Thermal Overload
8,2024-01-01 05:00:00,Distribution Transformer,86.96565490638295,45.32331549837906,225.18716980816396,30.832049299702664,6.942981921185827,3941.5718148451515,4.812830191836042,0.1363121052615506,0,General Degradation
29,2024-01-01 06:00:00,Distribution Transformer,74.35380532920652,45.41815032509409,230.82238039418374,41.969339671993026,9.68746288666148,3377.012307684684,0.8223803941837389,0.18104093142616184,0,General Degradation
21,2024-01-01 07:00:00,Distribution Transformer,112.24645083700528,42.455606391927056,,45.95163773598145,10.570124937455402,4765.4911356266875,0.027164606990538687,0.19890144872855797,0,General Degradation
7,2024-01-01 08:00:00,Distribution Transformer,104.42038877314928,41.01813919645208,218.38133190032113,53.478650501622504,11.678738924776098,4283.130041644679,11.618668099678871,0.2437702881935335,0,Electrical Stress
26,2024-01-01 09:00:00,Distribution Transformer,98.82713196531695,57.1768240910807,236.12894321055165,39.58586503621207,9.347368477076284,5650.621539806945,6.128943210551654,0.16693814133461965,0,General Degradation
19,2024-01-01 10:00:00,Distribution Transformer,71.26444461501498,47.94243227559964,211.15835871538107,30.66390092471104,6.474938991073039,3416.590809613577,18.84164128461893,0.14453307949015523,0,Voltage Instability
23,2024-01-01 11:00:00,Distribution Transformer,73.82095370243474,49.44015206336701,233.01411372873295,35.13932377377958,8.187958386174245,3649.7191765111493,3.0141137287329514,0.15015899346358558,0,General Degradation
11,2024-01-01 12:00:00,Distribution Transformer,67.32826070365361,38.39330513424589,216.78334927905846,33.41106248242543,7.242962027912077,2584.9544573534304,13.216650720941544,0.15341421919089826,0,General Degradation
11,2024-01-01 13:00:00,Distribution Transformer,,,251.87638536239726,35.591657769924964,8.96469810814418,5233.157472698843,21.876385362397258,0.1407472576726314,1,Voltage Instability
24,2024-01-01 14:00:00,Distribution Transformer,113.35764071303116,36.9823862337326,241.8476973125267,42.312340192163155,10.233142043378932,4192.236051394009,11.847697312526691,0.17423405970249065,0,General Degradation
21,2024-01-01 15:00:00,Distribution Transformer,103.37481692189861,46.335050190928136,234.8326483799602,38.98782474462847,9.15561413935485,4789.87733055418,4.8326483799602045,0.16531987836482034,0,General Degradation
4,2024-01-01 16:00:00,Distribution Transformer,130.09824315889995,44.771435015677575,,59.473679846549864,14.260744557919315,5824.6850392425085,9.78244821430195,0.24700172411909738,0,Electrical Stress
8,2024-01-01 17:00:00,Distribution Transformer,87.04573406302262,53.255931028483374,239.61437499112327,43.14435877387976,10.338008561995984,4635.701609584039,9.61437499112327,0.17930914882151758,0,General Degradation
24,2024-01-01 18:00:00,Distribution Transformer,89.17395005597292,40.52057312340358,,41.31321082124245,9.939061756799063,3613.3795639457894,10.578293461727014,0.17101375388177273,0,General Degradation
3,2024-01-01 19:00:00,Distribution Transformer,96.9181140451078,47.913573927494156,204.5037417833426,47.937806102300726,9.803460720804853,4643.693222213582,25.496258216657395,0.2332697482113992,0,Voltage Instability
22,2024-01-01 20:00:00,Distribution Transformer,90.86902851662035,46.74789105938028,221.0236780190893,39.57576854486167,8.747181924217506,4247.935445766688,8.976321980910711,0.1782502159137234,0,General Degradation
21,2024-01-01 21:00:00,Distribution Transformer,103.97679637729657,38.62460779094822,219.95186553523405,49.264813578112815,10.835887651751442,4016.0629794323654,10.048134464765951,0.22296627122280083,0,Electrical Stress
2,2024-01-01 22:00:00,Distribution Transformer,83.486823099103,47.75793312436827,218.39602175197425,40.366866212290915,8.815962991358521,3987.158114332926,11.603978248025754,0.18399087590533156,0,General Degradation
24,2024-01-01 23:00:00,Distribution Transformer,69.89496179103504,42.95046993697508,,24.68062062201037,6.315667901443068,3002.021455151873,25.895830099616973,0.09607248437018194,0,Voltage Instability
12,2024-01-02 00:00:00,Distribution Transformer,62.791869578151484,43.706157876948986,229.47053296607194,24.594625798144335,5.643741890001284,2744.391365171479,0.5294670339280572,0.10671483890639052,0,General Degradation
30,2024-01-02 01:00:00,Distribution Transformer,103.64922722777669,41.42079973109803,246.04366491460894,42.96329597017382,10.570846797312615,4293.233883284811,16.04366491460894,0.17390972557431963,0,General Degradation
6,2024-01-02 02:00:00,Distribution Transformer,85.53359982902971,,227.76713254529344,41.04872208880212,9.349549724815107,3799.570596960874,2.2328674547065646,0.17943452642033234,0,General Degradation
2,2024-01-02 03:00:00,Distribution Transformer,73.94826235187884,44.29555408422298,218.7142658397608,29.115840667692332,6.368049715941779,3275.579254441959,11.285734160239201,0.13251684207399952,0,General Degradation
28,2024-01-02 04:00:00,Distribution Transformer,83.85693674001409,,230.82655383081527,40.602749304914155,9.372192698109863,4000.6461386241053,0.8265538308152713,0.17514278944311806,0,General Degradation
21,2024-01-02 05:00:00,Distribution Transformer,,46.24906312310588,223.62132111005266,57.69434725226571,12.901686153133795,6019.110878529329,6.378678889947338,0.25685160681607117,0,Electrical Stress
