transformer_id,timestamp,capacity_kVA,age_years,location_type,load,temperature,voltage,current,power,thermal_stress,overload_flag,voltage_deviation,current_stress,load_fluctuation,rolling_thermal_stress,rolling_overload_hours,root_cause,failure
1,2024-01-01 00:00:00,315,12,Agricultural,,,197.2700107987521,17.65186763115231,3.482184118215559,1502.0338454819,0,32.72998920124789,0.08902943798731769,0.0,1502.0338454819,0.0,Voltage Instability,0
1,2024-01-01 01:00:00,315,12,Agricultural,82.19222871333525,44.23583419855599,251.0291420636884,34.54674861300212,8.67224066541184,3635.8418017728914,0,21.029142063688397,0.13707442056153996,40.19088672417689,2568.9378236273956,0.0,Voltage Instability,0
1,2024-01-01 02:00:00,315,12,Agricultural,111.6959774098873,43.23679574048749,229.7622382567892,47.498459280374185,10.913352318007734,4599.924372569471,1,0.2377617432107968,0.2058328938009282,24.19688485971436,3245.933339941421,1.0,Electrical Stress,0
1,2024-01-01 03:00:00,315,12,Agricultural,57.77253341597913,39.18713597370048,243.50492237202906,23.927227801173448,5.826397748302596,2263.9401225171287,0,13.504922372029057,0.09785990224264983,48.61658015707048,3000.435035585348,1.0,Sudden Load Variation,0
1,2024-01-01 04:00:00,315,12,Agricultural,92.10956425928764,46.29625316405797,260.0,37.42761831067265,9.731180760774889,4264.3277057790465,1,30.0,0.1434008364393588,34.337030843308504,3253.2135696240875,2.0,Voltage Instability,0
1,2024-01-01 05:00:00,315,12,Agricultural,79.04110458691837,,256.2798694280384,30.898108506221536,7.918563213547818,4015.875140568634,0,26.27986942803841,0.12009532100164481,13.068459672369272,3380.3238314481787,2.0,Voltage Instability,0
1,2024-01-01 06:00:00,315,12,Agricultural,55.578906773525325,33.74070760580764,242.13060378091157,20.59027840040561,4.9855365411072725,1875.27164249596,0,12.13060378091157,0.08468813913266057,23.46219781339304,3165.3163758835763,2.0,Normal Operation,0
1,2024-01-01 07:00:00,315,12,Agricultural,99.05769000970633,44.32513964495295,260.0,40.204551251563686,10.453183325406558,4390.745942586694,1,30.0,0.15404042625120187,43.47878323618101,3318.495071721466,3.0,Voltage Instability,0
1,2024-01-01 08:00:00,315,12,Agricultural,71.73749501923692,34.70930094861338,229.40820394381458,26.70074296193921,6.125369486863923,2489.9583039223476,0,0.5917960561854159,0.11588451498215849,27.320194990469417,3226.4354308548973,3.0,Sudden Load Variation,0
1,2024-01-01 09:00:00,315,12,Agricultural,105.518963882681,,212.45482543357943,42.21157610565587,8.968053032803372,3972.1145814952215,1,17.54517456642057,0.19775414315377385,21.810298951277446,3301.00334591893,4.0,Electrical Stress,0
1,2024-01-01 10:00:00,315,12,Agricultural,,,231.77008776795566,32.82562976413121,7.6079990914711075,2169.3711791990686,0,1.7700877679556584,0.14102168400973622,23.934463327761165,3198.127694398942,4.0,Normal Operation,0
1,2024-01-01 11:00:00,315,12,Agricultural,83.94958399453785,37.2296293337932,223.32087204045882,39.91217765675543,8.913222319340338,3125.411894842782,0,6.6791279595411766,0.17792449402370733,14.336253351784649,3192.068044435929,4.0,Electrical Stress,0
1,2024-01-01 12:00:00,315,12,Agricultural,71.11460041914164,39.79202554399624,238.63159258968872,31.21988978146964,7.450052019026649,2829.7939964295697,0,8.631592589688722,0.1302828623057485,12.834983575396208,3164.200809973901,4.0,Normal Operation,0
1,2024-01-01 13:00:00,315,12,Agricultural,,47.17061327348565,,51.146049005616234,11.011280344504737,4611.880429265365,1,14.70907218472314,0.2364687669623272,26.65560245116275,3267.6064970661487,5.0,Electrical Stress,0
1,2024-01-01 14:00:00,315,12,Agricultural,49.72476490058239,30.576186559829083,224.2333248041433,22.817567960914545,5.116459127820365,1520.3936882438484,0,5.766675195856692,0.10130635855398429,48.045437969721995,3151.125643144662,5.0,Sudden Load Variation,0
1,2024-01-01 15:00:00,315,12,Agricultural,,42.63708225537949,216.95729423223844,37.145236404025304,8.058929983834172,3448.103933501667,0,13.04270576776156,0.17042437847685066,31.146245757437534,3169.686786291975,5.0,Sudden Load Variation,0
1,2024-01-01 16:00:00,315,12,Agricultural,68.06294005899926,39.26637366024459,223.23692130033228,34.8274317456719,7.774768639701252,2672.584836771495,0,6.763078699667716,0.15531533140800527,12.808070599020667,3140.445495143711,5.0,Normal Operation,0
1,2024-01-01 17:00:00,315,12,Agricultural,63.606991173090776,,209.74554940005635,32.000240529897255,6.71190803087725,2951.7878605141973,0,20.254450599943652,0.15184301932351363,4.455948885908484,3129.9645154420714,5.0,Voltage Instability,0
1,2024-01-01 18:00:00,315,12,Agricultural,69.18400495571233,37.51308547687864,239.38052450473194,28.864122232057326,6.909508719278577,2595.3054915364323,0,9.380524504731937,0.1200767919594465,5.577013782621549,3101.824566815459,5.0,Normal Operation,0
1,2024-01-01 19:00:00,315,12,Agricultural,95.10915291116396,43.779687991647,214.3868458960592,46.14676203571934,9.893258761153879,4163.849039600604,1,15.613154103940786,0.21425060496957515,25.925147955451635,3154.925790454716,6.0,Electrical Stress,0
1,2024-01-01 20:00:00,315,12,Agricultural,121.1707181017544,,220.39402715049653,56.90407542286123,12.54131834371998,5199.812620847971,1,9.605972849503473,0.2570262448145436,26.061565190590443,3252.301353806776,7.0,Electrical Stress,0
1,2024-01-01 21:00:00,315,12,Agricultural,74.95983474836805,35.11261981160454,252.66436851655592,28.427362910231874,7.1825816983047,2632.03617866015,0,22.664368516555925,0.11206683491448467,46.21088335338635,3224.107482209202,7.0,Voltage Instability,0
1,2024-01-01 22:00:00,315,12,Agricultural,89.46621777767103,38.29647457030609,234.50968239180884,34.98244062104246,8.203721039330977,3426.240734024045,0,4.509682391808838,0.14853928834587551,14.506383029302981,3232.895884462021,7.0,Normal Operation,0
1,2024-01-01 23:00:00,315,12,Agricultural,88.69298871776913,37.31253103457567,224.67068718144398,38.96943786335402,8.755290383834328,3309.3598940810302,0,5.329312818556019,0.1726827633223883,0.773229059901908,3236.0818848628132,7.0,Normal Operation,0
1,2024-01-02 00:00:00,315,12,Agricultural,54.30227559638111,29.61537643607766,229.7028841635628,31.090358116647593,7.141544929071986,1608.18233312246,0,0.2971158364372002,0.1347636299796117,34.39071312138802,3240.504738514503,7.0,Sudden Load Variation,0
1,2024-01-02 01:00:00,315,12,Agricultural,,48.1126861102708,244.37064745161626,39.08653983110341,9.551603045170127,3837.7340681007627,0,14.370647451616264,0.15929590697604015,25.463257745593467,3248.916916278164,7.0,Sudden Load Variation,0
1,2024-01-02 02:00:00,315,12,Agricultural,,39.99616561080398,230.8735321335709,40.59431196264871,9.372152187348778,3893.6137124371885,1,0.8735321335709045,0.17507091727599305,17.584141382480126,3219.4873054393192,7.0,Electrical Stress,0
1,2024-01-02 03:00:00,315,12,Agricultural,63.01284199957343,41.4302885091255,,27.415435384121846,6.039451739821825,2610.640223822268,0,9.70615256689723,0.12388702036738525,34.33683272488127,3233.9331429936997,7.0,Sudden Load Variation,0
1,2024-01-02 04:00:00,315,12,Agricultural,58.79768786604151,33.171959918354645,231.3315712503902,26.1868310125737,6.0578407642071195,1950.4345451842562,0,1.3315712503901977,0.11271318345431161,4.215154133531925,3137.5209279689175,6.0,Normal Operation,0
1,2024-01-02 05:00:00,315,12,Agricultural,87.12974519500263,41.20212772419315,237.97268203391735,35.76224998231983,8.510438543860063,3589.9308901009026,0,7.972682033917351,0.14964995027023256,28.33205732896112,3119.773250866095,6.0,Sudden Load Variation,0
1,2024-01-02 06:00:00,315,12,Agricultural,115.8231022232606,45.7983308631736,215.36186362936417,58.97426722138697,12.700808094974022,5304.5047572200665,1,14.638136370635834,0.27257237588973654,28.693357028257978,3262.6579639795996,7.0,Thermal Overload,1
1,2024-01-02 07:00:00,315,12,Agricultural,85.45143984659502,,249.42960225992368,32.41849060765382,8.086131218134165,3304.8763700321124,0,19.429602259923684,0.12945151178256598,35.01870297097646,3217.4133984564924,6.0,Voltage Instability,0
1,2024-01-02 08:00:00,315,12,Agricultural,121.9814018293766,39.607838478191844,236.77087005478265,50.711242494999546,12.006945007100109,4831.419661001363,1,6.770870054782648,0.21327777655570518,41.17700257709245,3314.9742883347844,7.0,Electrical Stress,0
1,2024-01-02 09:00:00,315,12,Agricultural,90.59374463192378,45.29198963896859,223.46260098648403,37.08302086342926,8.286668294577956,4103.170943224458,1,6.537399013515966,0.16520801550215578,31.38765719745281,3320.4349700735024,7.0,Sudden Load Variation,0
1,2024-01-02 10:00:00,315,12,Agricultural,90.24695956723808,30.977767416461717,232.05837533341546,44.611664141142114,10.352510301513428,2795.649323516726,1,2.058375333415455,0.19141841213524405,0.34678506468570447,3346.5298927534045,8.0,Electrical Stress,0
1,2024-01-02 11:00:00,315,12,Agricultural,50.80519317998513,30.181937659702633,240.19656882844797,21.039610804850373,5.053642324811,1533.3991733474606,0,10.196568828447965,0.0872301414031096,39.44176638725295,3280.1960293577667,8.0,Sudden Load Variation,0
1,2024-01-02 12:00:00,315,12,Agricultural,75.51988053894712,39.46155315682147,242.67769218669002,32.282369094643,7.834210830206889,2980.131780284469,0,12.677692186690024,0.1324797883833796,24.71468735896199,3286.4601036850545,8.0,Normal Operation,0
1,2024-01-02 13:00:00,315,12,Agricultural,58.00812040827687,26.662382597802566,254.48291686195716,25.017350467330772,6.366488319084182,1546.634700104877,0,24.482916861957165,0.09792181322576717,17.511760130670247,3158.7415316367005,7.0,Voltage Instability,0
1,2024-01-02 14:00:00,315,12,Agricultural,60.809109203897954,34.94026522868825,221.60572377275628,27.685348053966003,6.135231593399805,2124.686403904462,0,8.394276227243722,0.12436943482292565,2.8009887956210804,3183.920394789226,7.0,Normal Operation,0
1,2024-01-02 15:00:00,315,12,Agricultural,54.92539789375627,36.037213123895036,250.97828345430077,20.841108837789417,5.230665721392644,1979.3582698120301,0,20.978283454300765,0.08270994052378008,5.883711310141685,3122.722658802158,7.0,Voltage Instability,0
1,2024-01-02 16:00:00,315,12,Agricultural,85.30558429818375,48.429067269369106,236.02767951658984,35.80087936557629,8.449998481310335,4131.269880429578,0,6.027679516589842,0.1510409224719704,30.380186404427477,3183.5012022879114,7.0,Sudden Load Variation,0
1,2024-01-02 17:00:00,315,12,Agricultural,65.0503527429358,35.903666311996325,216.17494479725394,32.27460756285055,6.976961508252251,2335.5461583600218,0,13.825055202746057,0.14861110057138893,20.255231555247946,3157.8244646981543,7.0,Normal Operation,0
1,2024-01-02 18:00:00,315,12,Agricultural,91.32404168129356,38.6949261763785,180.55913494549026,53.08656005186204,9.585263360196029,3533.7770509861675,1,49.44086505450974,0.29239266902103433,26.273688938357765,3196.927446341893,8.0,Voltage Instability,0
1,2024-01-02 19:00:00,315,12,Agricultural,134.56351408081383,35.51811890656242,,52.198881337477275,11.76481299913325,4779.442893607233,1,4.615610570825453,0.2305763284698919,43.23947239952027,3222.5771902588353,8.0,Electrical Stress,0
1,2024-01-02 20:00:00,315,12,Agricultural,101.02348812285854,42.46284132743192,234.35901550198932,43.3492330958761,10.159283591115777,4289.744346504645,1,4.359015501989319,0.18418343993926886,33.540025957955294,3184.657678827864,8.0,Electrical Stress,0
1,2024-01-02 21:00:00,315,12,Agricultural,99.82665101420031,42.03574693210297,,49.61097089306792,10.259514710660072,4196.287839112284,1,23.200686743793966,0.23874463353928463,1.1968371086582295,3249.834831346703,9.0,Voltage Instability,0
1,2024-01-02 22:00:00,315,12,Agricultural,132.5312239210245,39.13901861085152,237.0283669765329,59.47746015139332,14.097845251596569,5187.142039563908,1,7.028366976532908,0.24987551234705221,32.70457290682418,3323.2057190775304,10.0,Electrical Stress,0
1,2024-01-02 23:00:00,315,12,Agricultural,73.52176165295953,44.45095286504828,216.21927605947303,36.993814004336066,7.99877568269634,3268.112361791018,0,13.780723940526968,0.17030631293609244,59.009462268064965,3321.48707189878,10.0,Sudden Load Variation,0
1,2024-01-03 00:00:00,315,12,Agricultural,81.05858536042821,44.72812976912428,236.3270274375545,36.550233132270336,8.637807948299065,3625.5989249028707,0,6.327027437554506,0.1540078832440921,7.536823707468685,3405.5460965562975,10.0,Normal Operation,0
1,2024-01-03 01:00:00,315,12,Agricultural,77.08436317860944,37.37022521088924,246.93435071690328,33.11741851520946,8.177828238473198,2880.6600122226123,0,16.934350716903282,0.13357333672986538,3.9742221818187744,3365.6680108947075,10.0,Normal Operation,0
1,2024-01-03 02:00:00,315,12,Agricultural,89.52755130685104,,230.94148651723853,44.06427672252528,10.17626956860694,2823.5009460491115,0,0.9414865172385305,0.1899801427686819,12.443188128241601,3321.079978961871,9.0,Electrical Stress,0
1,2024-01-03 03:00:00,315,12,Agricultural,58.69819097381444,,229.3708606211546,32.687595994069774,7.497582024796389,1956.7014318909742,0,0.6291393788453945,0.14189119190653457,30.829360333036597,3293.8325292980676,9.0,Sudden Load Variation,0
1,2024-01-03 04:00:00,315,12,Agricultural,87.00825914977332,48.63273492401141,223.3370190406555,37.44410091690011,8.362653879437946,4231.449603430617,0,6.662980959344509,0.16691004042500138,28.310068175958882,3388.874823391665,9.0,Sudden Load Variation,0
1,2024-01-03 05:00:00,315,12,Agricultural,47.05807212714865,38.460989100431824,252.16541964516534,21.29068674527011,5.3687749576547965,1809.8999991695987,0,22.165419645165343,0.08409792607185836,39.950187022624675,3314.7068696028614,9.0,Voltage Instability,0
1,2024-01-03 06:00:00,315,12,Agricultural,88.18387333506992,37.22431755580397,240.5064676350355,32.75784209334458,7.878472889216582,3282.5845043254367,0,10.506467635035506,0.13563960590425353,41.12580120792127,3230.460192398918,8.0,Sudden Load Variation,0
1,2024-01-03 07:00:00,315,12,Agricultural,76.14108800187346,46.92244276698586,225.27871602571702,37.12859099265973,8.364281306670385,3572.725843983941,0,4.721283974282983,0.16408344383764312,12.042785333196463,3241.6205871469106,8.0,Normal Operation,0
1,2024-01-03 08:00:00,315,12,Agricultural,72.95222277921738,38.90988798092178,250.6077146079868,27.935285871422025,7.000798149157856,2838.5628162985986,0,20.607714607986793,0.11102714364281767,3.1888652226560765,3158.584885284296,7.0,Voltage Instability,0
1,2024-01-03 09:00:00,315,12,Agricultural,83.4046313408244,40.73915681938973,,44.74623414848527,9.289333155342065,3397.834355657232,0,22.399665980460554,0.21450701102086406,10.452408561607015,3129.1958608023283,6.0,Voltage Instability,0
1,2024-01-03 10:00:00,315,12,Agricultural,118.85860413219348,,223.93618684706834,52.56687378628127,11.771625270170942,6592.234995630628,1,6.063813152931658,0.23369682985699813,35.45397279136908,3287.3869304737404,6.0,Thermal Overload,1
1,2024-01-03 11:00:00,315,12,Agricultural,77.44529649710078,44.80138100977555,224.91496368311073,32.59627696296697,7.331390449330335,3469.656235781648,0,5.085036316889273,0.14428560389071673,41.41330763509269,3368.064308075165,6.0,Sudden Load Variation,0
1,2024-01-03 12:00:00,315,12,Agricultural,,38.48146536557499,,29.891518936160335,6.888517114828727,2842.3501938689965,0,0.45055453824923575,0.1291486166269716,3.5824597556567994,3362.323408641187,6.0,Normal Operation,0
1,2024-01-03 13:00:00,315,12,Agricultural,,,256.155779099711,25.015647410827416,6.407902652204166,2310.6251547274646,0,26.155779099711026,0.09727818483568945,16.701117918692837,3394.1563442504616,6.0,Voltage Instability,0
1,2024-01-03 14:00:00,315,12,Agricultural,94.50371157153728,44.31518132719763,220.31197528956062,43.16903501151009,9.510655374729987,4187.9491143858595,1,9.688024710439379,0.1950596435417853,37.34199274878613,3480.125623853853,7.0,Electrical Stress,0
1,2024-01-03 15:00:00,315,12,Agricultural,60.61849836990458,42.95712046152048,235.76949597763422,27.09964770650243,6.3892702809335296,2603.9961366724738,0,5.769495977634222,0.11445582377327156,33.8852132016327,3506.152201639705,7.0,Sudden Load Variation,0
1,2024-01-03 16:00:00,315,12,Agricultural,62.25336462119142,33.79726722364879,203.2307088128502,28.05138898661279,5.7009036669342965,2103.99359967365,0,26.769291187149804,0.13735147446566467,1.6348662512868444,3421.682356608208,7.0,Voltage Instability,0
